,License Id,Account Number,Legal Name,Doing Business As Name,Address,License Code,License Description,Latitude,Longitude,Business Type,FIPS,Tract,Block
76854,1885599,17305,SONALY INC,PITTSFIELD TOBACCO & GIFT SHOP,55 E WASHINGTON ST 1ST,1006,Retail Food Establishment,41.88311169,-87.62585099,grocery store,170313201001018,320100,1018
84028,1473359,271886,"235 ASHLAND HOLDINGS, INC.",COBRA LOUNGE,231 N ASHLAND AVE 1,1470,Tavern,41.88633229,-87.66685981,restaurant,170318330002035,833000,2035
22818,1868706,320205,"SAM'S WINES & LIQUORS SL, LLC",SAM'S WINES & SPIRITS,1147-1157 S WABASH AVE 1,1781,Tobacco,41.86786709,-87.62568684,restaurant,170313206001009,320600,1009
83597,1226043,243403,GIRDHAR CORPORATION,GATEWAY NEWSTAND,1 N LA SALLE ST,1006,Retail Food Establishment,41.88199007,-87.63221288,grocery store,170318391001063,839100,1063
72383,2477498,4256,COLUMBIA YACHT CLUB,COLUMBIA YACHT CLUB,111 N LAKE SHORE DR,1470,Tavern,41.88306562,-87.61545613,restaurant,170310814031007,081403,1007
74327,2059931,248641,THE CHEESE PEOPLE INC.,THE CHEESE PEOPLE INC.,834 - 836 W FULTON MARKET  1ST,1007,Wholesale Food Establishment,41.88689053,-87.64882282,grocery store,170318330001021,833000,1021
95519,1218150,211509,GHOUSH INC,J & J FISH,26 E ADAMS ST,1006,Retail Food Establishment,41.87961221,-87.62678578,grocery store,170313204001021,320400,1021
93459,2046891,326456,"INGRACE'S COMPANY II, INC.",MARKET CREATIONS,233 S WACKER DR MEZZANINE,1006,Retail Food Establishment,41.87856015,-87.63652387,grocery store,170318391002006,839100,2006
87060,1808564,32101,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,1006,Retail Food Establishment,41.88347312,-87.62772975,grocery store,170313201001016,320100,1016
68170,2016200,298924,"PANDA EXPRESS, INC.",PANDA EXPRESS #299,77 E ADAMS ST,1006,Retail Food Establishment,41.87943624,-87.62485436,grocery store,170313204001014,320400,1014
83568,2453902,37750,COUGLE COMMISION CO,COUGLE COMMISSION CO,345 N ABERDEEN ST,1007,Wholesale Food Establishment,41.88797671,-87.65439442,grocery store,170318330001007,833000,1007
85046,1641522,278304,"China Grill-Chicago, LLC",China Grill,230 N MICHIGAN AVE,1481,Caterer's Liquor License,41.88651729,-87.62467769,restaurant,170313201002014,320100,2014
77781,1807554,22232,BLOCKBUSTER INC.,BLOCKBUSTER VIDEO #17371,1015 W MADISON ST,1006,Retail Food Establishment,41.8815795,-87.65264979,grocery store,170318331001007,833100,1007
93521,2239521,360991,"ZORIN, INC.","ZORIN, INC.",141 W JACKSON BLVD 1ST,1006,Retail Food Establishment,41.87802566,-87.63206229,grocery store,170318391001106,839100,1106
73347,2227110,85630,"LEONA'S PIZZERIA, INC.",LEONA'S PIZZERIA,1419 W TAYLOR ST,1006,Retail Food Establishment,41.86921805,-87.66241482,grocery store,170312831001000,283100,1000
22036,1596596,14632,"BOONE'S OPPORTUNITY, INC.",7-ELEVEN,200 N DEARBORN ST  1,1781,Tobacco,41.88579631,-87.62964615,restaurant,170318391001022,839100,1022
67070,2345990,314923,"PARI, INC.",GATEWAY NEWSTAND,1 S DEARBORN ST 1ST,1006,Retail Food Establishment,41.88193668,-87.62925348,grocery store,170318391001078,839100,1078
71534,1587905,87084,"APPLAUSE FOOD SERVICES, INC.",TESORI,65 E ADAMS ST 1,1477,Outdoor Patio,41.87942967,-87.62527091,restaurant,170313204001019,320400,1019
87403,1279389,5033,"DOMINICK'S FINER FOODS, LLC",DOMINICK'S #147/1147,1340 S CANAL ST 1ST,1474,Package Goods,41.86452119,-87.6393041,grocery store,170318419002092,841900,2092
67406,1937125,337854,TRE POMODORI LLC,TOMATO HEAD,945 W RANDOLPH ST 1ST,1006,Retail Food Establishment,41.88422708,-87.65151814,grocery store,170318330001046,833000,1046
85602,2309610,8970,"COMPASS GROUP USA, INC.",STARBUCKS,300 E RANDOLPH ST PEDWAY,1006,Retail Food Establishment,41.88462379,-87.62047604,grocery store,170313201003008,320100,3008
91084,1266871,208822,WHITE PALACE GRILL INC,WHITE PALACE GRILL,1159 S CANAL ST,1006,Retail Food Establishment,41.86731941,-87.63905675,grocery store,170318419002074,841900,2074
26177,2477867,17541,KALIKA CORP,LASALLE LOBBY SHOP,221 N LA SALLE ST 1ST,1781,Tobacco,41.88630857,-87.63231876,restaurant,170318391001017,839100,1017
84836,1578499,65465,"7-ELEVEN, INC.",7-Eleven,180 N FRANKLIN ST,1006,Retail Food Establishment,41.88533037,-87.63554786,grocery store,170318391001032,839100,1032
89645,1924361,63691,BURNHAM PARK YACHT CLUB,BURNHAM PARK YACHT CLUB,1500 S LYNN WHITE DR 1ST,1006,Retail Food Establishment,41.86230608,-87.60952225,grocery store,170313301004006,330100,4006
70247,2019207,85751,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,201 S MICHIGAN AVE,1006,Retail Food Establishment,41.87949176,-87.62420439,grocery store,170313204001005,320400,1005
91170,2359604,393885,EL CHE BAR LLC,EL CHE BAR,845 W WASHINGTON BLVD,1006,Retail Food Establishment,41.88300571,-87.64914785,grocery store,170318330001067,833000,1067
88303,1581809,8716,GUS & JIM'S INC,GUS & JIM'S INC,217 S WELLS ST,1470,Tavern,41.87882623,-87.63360565,restaurant,170318391001096,839100,1096
71076,2486942,390163,"KARAVITES RESTAURANT 36148, LLC",MCDONALD'S,203 N LA SALLE ST 1,1006,Retail Food Establishment,41.88582205,-87.63230374,grocery store,170318391001024,839100,1024
23920,2046615,320318,LMG ENTERPRISE INC.,7-ELEVEN  #33705,216 W JACKSON BLVD 1,1781,Tobacco,41.87822324,-87.63424738,restaurant,170318391002008,839100,2008
79886,1350049,85325,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #3345,1224 S WABASH AVE,1474,Package Goods,41.86672435,-87.62596115,grocery store,170313301001004,330100,1004
23688,1342073,8107,"HDS Retail North America, LP",EASTERN LOBBY SHOPS #4012,100 W RANDOLPH ST 1ST,1781,Tobacco,41.88458627,-87.63101045,restaurant,170318391001035,839100,1035
86147,1991027,207283,"PANERA, LLC",PANERA BREAD # 8003,600 W VAN BUREN ST 1ST 102,1006,Retail Food Establishment,41.87684171,-87.64257341,grocery store,170312819001022,281900,1022
84957,2310512,85286,BEEF AND BRANDY RESTAURANT AND LOUNGE INCORPORATED,BEEF AND BRANDY RESTAURANT,127 S STATE ST 1ST,1006,Retail Food Establishment,41.87998273,-87.62757519,grocery store,170313204001011,320400,1011
85654,2140136,267891,FAZAL DEVELOPMENT NETWORK INC,SUBWAY #3333,62 E JACKSON BLVD,1006,Retail Food Establishment,41.87837198,-87.62537328,grocery store,170313204001019,320400,1019
75099,2347135,349928,RDK VENTURES LLC,CIRCLE K #6765,1160 W VAN BUREN ST 1,1006,Retail Food Establishment,41.87662967,-87.65697486,grocery store,170318331002009,833100,2009
89265,2136220,266364,"SK Card & Gifts, Inc.",Metromart Newsstand,2 N LA SALLE ST,1006,Retail Food Establishment,41.88199229999999,-87.63250663,grocery store,170318391001062,839100,1062
18549,1428084,16549,SHAILESH CHOKSHI,SAHIL TOBACCO,70 E LAKE ST 1ST,1781,Tobacco,41.88584225,-87.625455,restaurant,170313201002022,320100,2022
79486,1805212,2727,SCAFURI BAKING CO INC,SCAFURI BAKERY,1337 W TAYLOR ST,1006,Retail Food Establishment,41.86924393,-87.66072005,grocery store,170312832001007,283200,1007
87642,2337706,281904,"FANNIE MAY CONFECTIONS, INC.",FANNIE MAY CONFECTIONS #152,343 N MICHIGAN AVE,1006,Retail Food Establishment,41.88775029999999,-87.62441087,grocery store,170313201002016,320100,2016
96356,2076570,85630,"LEONA'S PIZZERIA, INC.",LEONA'S PIZZERIA,1419 W TAYLOR ST,1477,Outdoor Patio,41.86921805,-87.66241482,restaurant,170312831001000,283100,1000
79420,1682651,119,MAXIM'S RESTAURANT INC,MAXIM'S RESTAURANT INC,20 N CLARK ST,1006,Retail Food Establishment,41.88243401,-87.63103701,grocery store,170318391001063,839100,1063
23207,1919789,314923,"PARI, INC.",GATEWAY NEWSTAND,222 S RIVERSIDE PLZ 1ST 160,1781,Tobacco,41.87858156,-87.63857867,restaurant,170312819001001,281900,1001
71532,2318292,336362,INTERCULTURAL MONTESSORI FOREIGN LANGUAGE IMMERSION SCHOOL,INTERCULTURAL MONTESSORI LANGUAGE SCHOOL,114 S RACINE AVE 1ST,1023,Children's Services Facility License,41.87984161,-87.65723163,school,170318331003028,833100,3028
80799,1678885,300860,HANPRISE CORP.,NEW ORLEANS KITCHEN,100 W RANDOLPH ST  C15,1006,Retail Food Establishment,41.88458627,-87.63101045,grocery store,170318391001035,839100,1035
76600,1812348,213142,BARISTA INTERNATIONAL INC,JAVA JAVA COFFEE CAFE,2 N STATE ST,1006,Retail Food Establishment,41.88208275,-87.62796365,grocery store,170318391001075,839100,1075
62040,1232294,6975,"LEGION LIQUORS, INC.",LEGION LIQUORS,531 S WABASH AVE  2,1474,Package Goods,41.8750309,-87.62586340000001,grocery store,170313204001041,320400,1041
75311,2140140,267891,FAZAL DEVELOPMENT NETWORK INC,Subway 7709,177 N WELLS ST,1006,Retail Food Establishment,41.88525719,-87.6337698,grocery store,170318391001034,839100,1034
24955,1971728,62856,KANTILAL R PITHADIA,KANTI TOBACCO & GIFTS,200 S MICHIGAN AVE 1ST,1781,Tobacco,41.87948933,-87.62449813,restaurant,170313204001014,320400,1014
89240,1918695,299710,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #4781,205 N MICHIGAN AVE,1006,Retail Food Establishment,41.88590606,-87.62437184,grocery store,170313201002030,320100,2030
83531,1806958,16235,MESSINIA INC,POPEYES,77 W JACKSON BLVD,1006,Retail Food Establishment,41.878040999999996,-87.63049345,grocery store,170318391001104,839100,1104
95007,1409798,15973,"9TH GFM, INC.",GRAND FOOD MART,400 E RANDOLPH ST 2ND,1474,Package Goods,41.88464637,-87.6172485,grocery store,170313201003011,320100,3011
23015,1696778,303653,PUJA ENTERPRISE INC.,EARLY EDITION,69 W WASHINGTON ST LL,1781,Tobacco,41.88310048,-87.63014723,restaurant,170318391001065,839100,1065
77307,2350782,7032,WHITEHILL CORP,KASEY'S TAVERN,701 S DEARBORN ST,1470,Tavern,41.87332434,-87.62902170000001,restaurant,170318390004001,839000,4001
22743,1344403,16651,G & J GIFTS & LIQUOR INC,G & J GIFTS & LIQUORS INC,167 N WELLS ST,1781,Tobacco,41.88501019,-87.63376303,restaurant,170318391001043,839100,1043
71840,1861904,265809,YON'S INC,YON'S DELI,300 E RANDOLPH ST,1006,Retail Food Establishment,41.88462379,-87.62047604,grocery store,170313201003008,320100,3008
78537,1255001,26662,EURO DELIGHTS INC,EURO DELIGHTS INC,910 W RANDOLPH ST  1,1007,Wholesale Food Establishment,41.88446864,-87.65027147,grocery store,170318330001031,833000,1031
95658,2309591,8970,"COMPASS GROUP USA, INC.",STARBUCKS,10 S DEARBORN ST 1ST,1006,Retail Food Establishment,41.88180696,-87.62954312,grocery store,170318391001077,839100,1077
19253,1485519,67871,"SOL CAFE, INC.",CROCODILE LOUNGE,221 W VAN BUREN ST  1ST,1781,Tobacco,41.8767277,-87.63432175,restaurant,170318391002016,839100,2016
96534,1309600,20174,VIJAY H & SHAKU V PATEL,JAY LOBBY SHOP,1 N FRANKLIN ST 1ST,1006,Retail Food Establishment,41.88196747,-87.63516544,grocery store,170318391001061,839100,1061
78851,1241416,85325,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #5519,400 W MADISON ST,1474,Package Goods,41.88200786,-87.6382454,grocery store,170312801002026,280100,2026
35925,2181179,202320,KINDERCARE LEARNING CENTERS LLC,KINDERCARE LEARNING CENTERS,1501 S STATE ST,1586,Day Care Center Under 2 and 2 - 6 Years,41.86189505,-87.62714189,school,170313301003013,330100,3013
67161,2317414,275310,"TAB Restaurants, Inc.",VIAGGIO,1330 W MADISON ST 1ST,1006,Retail Food Establishment,41.88166488,-87.66085705,grocery store,170318330002099,833000,2099
22070,1927668,336588,"MAHARANI, INC.",BK MINIMART,516 W HARRISON ST 1ST,1781,Tobacco,41.8745071,-87.64029459,restaurant,170318419001054,841900,1054
76090,2236390,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2264,200 E RANDOLPH ST  MAIN,1006,Retail Food Establishment,41.88463208,-87.62224799,grocery store,170313201002032,320100,2032
94634,1584777,38186,CONSOLIDATED PRODUCE INC,CONSOLIDATED PRODUCE INC,856 W FULTON MARKET  1ST,1007,Wholesale Food Establishment,41.88687804,-87.64978479,grocery store,170318330001021,833000,1021
93536,2317786,296406,"THIRD RAIL TAVERN, INC.",THIRD RAIL TAVERN,1133 W MADISON ST,1470,Tavern,41.88153436,-87.65565022,restaurant,170318331001012,833100,1012
88419,2044616,51633,HANSA B PATEL,A & P NEWSSTAND,303 W MADISON ST  1,1006,Retail Food Establishment,41.88182249,-87.63543657,grocery store,170318391001072,839100,1072
92033,2344061,206530,KERRY NO. 5 LLC.,PAZZO'S,311 S WACKER DR LL,1006,Retail Food Establishment,41.87779165,-87.63652434,grocery store,170318391002014,839100,2014
18860,1758281,299710,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #5768,130 S CANAL ST,1781,Tobacco,41.87961627,-87.63976452,restaurant,170312819001003,281900,1003
85480,1917111,15154,THE WORKS NORTH LOOP INC,THE WORKS NORTH LOOP INC,201 N CLARK ST  DIFFE,1006,Retail Food Establishment,41.88577122,-87.63082982,grocery store,170318391001023,839100,1023
72447,1684718,12008,JAGDISH O SHAH,A & J NEWSSTAND,140 S DEARBORN ST,1006,Retail Food Establishment,41.87967604,-87.62950228,grocery store,170318391001089,839100,1089
80607,1228899,119,MAXIM'S RESTAURANT INC,MAXIM'S RESTAURANT INC,20 N CLARK ST,1006,Retail Food Establishment,41.88243401,-87.63103701,grocery store,170318391001063,839100,1063
87591,2223462,86298,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1101 S CANAL ST 1 107,1474,Package Goods,41.86888971,-87.63909893,grocery store,170318419002074,841900,2074
86944,1685923,24821,L ISAACSON STEIN FISH CO INC,L ISAACSON STEIN FISH CO INC,800 W FULTON MARKET,1007,Wholesale Food Establishment,41.88690673,-87.6475651,grocery store,170318330001022,833000,1022
85132,1230282,3330,"MORGAN RESTAURANT, INC.",LA SIRENA CLANDESTINA,954 W FULTON MARKET,1006,Retail Food Establishment,41.88685112,-87.6520301,grocery store,170318330001009,833000,1009
21569,1342099,8107,"HDS Retail North America, LP",RELAY #4051,222 S RIVERSIDE PLZ # CONCO,1781,Tobacco,41.87858156,-87.63857867,restaurant,170312819001001,281900,1001
69599,1805651,5033,"DOMINICK'S FINER FOODS, LLC",DOMINICK'S #147/1147,1340 S CANAL ST 1ST,1474,Package Goods,41.86452119,-87.6393041,grocery store,170318419002092,841900,2092
87583,2312096,329616,"M.K.P. ENTERPRISE, INC.",POPEYES CHICKEN,17 S WABASH AVE 1ST,1006,Retail Food Establishment,41.88163119,-87.62605243,grocery store,170313204001009,320400,1009
17473,1812760,242919,ELEPHANT & CASTLE (CHICAGO) CORPORATION,ELEPHANT & CASTLE PUB RESTAURANT,111 W ADAMS ST,1781,Tobacco,41.87930129,-87.63116779,restaurant,170318391001093,839100,1093
26931,2316609,82054,"MET PARTNERS, INC.",THE MINE MUSIC HALL,1431 W LAKE ST EAST,1470,Tavern,41.88528666,-87.66343138,restaurant,170318330002030,833000,2030
22293,1252766,16766,GIRIRAJ INC,OUICK STOP,111 W MONROE ST,1781,Tobacco,41.88058227,-87.63120101,restaurant,170318391001083,839100,1083
81611,1201177,17808,"CNF, INC.",FONTANO  SUBS,20 E JACKSON BLVD 1ST,1006,Retail Food Establishment,41.87833498,-87.62696158,grocery store,170313204001036,320400,1036
96197,1173120,3206,"SCHERMERHORN CIGAR STORES, INC.",SCHERMERHORN CIGAR STORES,130 E RANDOLPH ST  LOBBY,1006,Retail Food Establishment,41.88458837,-87.62327256,grocery store,170313201002034,320100,2034
75497,1420523,208822,WHITE PALACE GRILL INC,WHITE PALACE GRILL,1159 S CANAL ST,1006,Retail Food Establishment,41.86731941,-87.63905675,grocery store,170318419002074,841900,2074
78346,2461713,353166,Bombay Wraps Co,Bombay Wraps,122 N WELLS ST 1ST 007,1006,Retail Food Establishment,41.88381277,-87.63402193,grocery store,170318391001049,839100,1049
38636,1242412,205657,PETTERINO'S LLC,PETTERINO'S / DO-RITE DONUTS,150 N DEARBORN ST,1477,Outdoor Patio,41.88450898,-87.62960563,restaurant,170318391001036,839100,1036
74991,2215935,310192,"MONTESSORI ACADEMY OF CHICAGO I, LLC","MONTESSORI ACADEMY OF CHICAGO I, LLC",1335 W RANDOLPH ST 1,1023,Children's Services Facility License,41.88408324,-87.66026976,school,170318330002066,833000,2066
76847,1591326,286403,HOT POTATO,HOT POTATO,1132 W RANDOLPH ST,1007,Wholesale Food Establishment,41.88437183,-87.65566578,grocery store,170318330002060,833000,2060
71824,1822569,271892,2N CORPORATION,DOLLAR DAZE,23 W JACKSON BLVD 1,1006,Retail Food Establishment,41.87806607,-87.62854681,grocery store,170318391001100,839100,1100
70783,1954579,340380,"JA CHICAGO CLUB, LLC",JOHN ALLAN'S CHICAGO,111 W JACKSON BLVD 25,1477,Outdoor Patio,41.87803443,-87.63117141,restaurant,170318391001105,839100,1105
80972,2130788,15538,TARGET CORPORATION,TARGET STORE # 1889,1154 S CLARK ST,1006,Retail Food Establishment,41.86757102,-87.63058647,grocery store,170318390002000,839000,2000
81497,1918559,221952,"USMAN ALI ENTERPRISES,  INC.",7-ELEVEN 33139,174 N MICHIGAN AVE  B,1474,Package Goods,41.8851095,-87.62462947,grocery store,170313201002027,320100,2027
33136,2139819,86938,UNION LEAGUE CLUB OF CHICAGO,UNION LEAGUE CLUB OF CHICAGO,65 W JACKSON BLVD 3RD,1006,Retail Food Establishment,41.87804565,-87.6301368,grocery store,170318391001104,839100,1104
75594,1678216,14389,"THE SNUGGERY AT UNION STATION, INC.",Snuggery Saloon & Dining Room,225 S CANAL ST,1470,Tavern,41.87853128,-87.63942746,restaurant,170312819001001,281900,1001
89982,1746745,16711,D M STORES INC,D M STORES INC,222 N LA SALLE ST 1ST,1006,Retail Food Establishment,41.8863516,-87.63261395,grocery store,170318391001016,839100,1016
1207,2484942,50575,FIELD MUSEUM OF NATURAL HISTORY,FIELD MUSEUM,1400 S LAKE SHORE DR,1477,Outdoor Patio,41.86403564,-87.61929707,restaurant,170313301004013,330100,4013
86375,1233164,8676,CHICAGO ATHLETIC ASSOCIATION,CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 8TH,1006,Retail Food Establishment,41.8818033,-87.62450427,grocery store,170313204001008,320400,1008
67431,2345506,305478,"INGRACE'S COMPANY, INC.",MARKET CREATIONS,130 E RANDOLPH ST  GF2,1006,Retail Food Establishment,41.88458837,-87.62327256,grocery store,170313201002034,320100,2034
17870,1692981,281839,"832 RANDOLPH, INC.",DRAGONFLY MANDARIN,832 W RANDOLPH ST,1781,Tobacco,41.88449669,-87.64866551,restaurant,170318330001030,833000,1030
83868,2444491,216822,"BACI GROUP, INC.",CAFE ROM,180 N STETSON AVE 1 & 2,1006,Retail Food Establishment,41.88536782,-87.62244720000001,grocery store,170313201002034,320100,2034
38296,2568857,402681,"GALATA, LLC",GALATA,717 W MAXWELL ST 1ST 25,1006,Retail Food Establishment,41.86468822,-87.64574327,grocery store,170318419002040,841900,2040
78540,1917778,52064,KANTILAL M PATEL,RIVERSIDE NEWS STAND,120 S RIVERSIDE PLZ  1ST,1006,Retail Food Establishment,41.87992331,-87.63880254,grocery store,170312819003005,281900,3005
20985,2014236,350131,"SURAJISHWAR, INC.",BURNHAM PLAZA MART,828 S WABASH AVE 1ST,1781,Tobacco,41.871444200000006,-87.62607513,restaurant,170313206002012,320600,2012
70887,1691290,247858,SMOOTHIE CENTER INCORPORATION,SMOOTHIE CENTER,125 S CLARK ST  LBBY,1006,Retail Food Establishment,41.87998851,-87.63068884,grocery store,170318391001089,839100,1089
6889,2503204,271886,"235 ASHLAND HOLDINGS, INC.",COBRA LOUNGE / ALL RISE BREWING CO.,235 N ASHLAND AVE 1,1470,Tavern,41.88649138,-87.66686458,restaurant,170318330002035,833000,2035
90718,1436230,205901,"Riace, Inc.",Los Amigos Grill,436 S WABASH AVE,1006,Retail Food Establishment,41.876074100000004,-87.62618266,grocery store,170313204001033,320400,1033
23443,1420001,201675,"THE METROPOLITAN CLUB OF CHICAGO, INC.",METROPOLITAN CLUB,233 S WACKER DR 67TH,1781,Tobacco,41.87856015,-87.63652387,restaurant,170318391002006,839100,2006
70728,1235959,18589,"RANDOLPH/STETSON SOPRAFFINA MARKETCAFFE', L.L.C.",SOPRAFFINA MARKETCAFFE,200 E RANDOLPH ST,1006,Retail Food Establishment,41.88463208,-87.62224799,grocery store,170313201002032,320100,2032
81702,2479860,300067,BB 9 LLC,BURRITO BEACH,233 N MICHIGAN AVE CONCOURSE,1006,Retail Food Establishment,41.88656737,-87.62438467,grocery store,170313201002030,320100,2030
68487,1956374,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2234,200 W ADAMS ST  1ST,1006,Retail Food Establishment,41.87949547,-87.63382966,grocery store,170318391002000,839100,2000
75029,1273598,251710,123 CONCESSION SHOP INC.,123 CONCESSION SHOP,123 N WACKER DR,1006,Retail Food Establishment,41.88374822,-87.63666184,grocery store,170318391001050,839100,1050
21089,2534417,399164,"SMOKE SHOP FOR YOU XX, INC.",SMOKE SHOP PIPES & STUFF,1333 W TAYLOR ST 1ST,1781,Tobacco,41.86924629,-87.66056701,restaurant,170312832001007,283200,1007
79350,2351665,210667,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,1006,Retail Food Establishment,41.87279887,-87.62433781,grocery store,170313206002007,320600,2007
3888,2485249,210667,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,1006,Retail Food Establishment,41.87279887,-87.62433781,grocery store,170313206002007,320600,2007
95429,2135368,32101,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,1481,Caterer's Liquor License,41.88347312,-87.62772975,restaurant,170313201001016,320100,1016
76961,1815479,300040,BEAR CREEK 36 S STATE STREET LLC,BEAR CREEK CAFE,36 S STATE ST,1006,Retail Food Establishment,41.88114548,-87.62788474,grocery store,170318391001080,839100,1080
90180,2172934,12034,THE SKY-LINE CLUB,THE SKY - LINE CLUB,307 N MICHIGAN AVE  2400,1006,Retail Food Establishment,41.88700442,-87.62439466,grocery store,170313201002016,320100,2016
86684,1940305,65004,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,409 W WASHINGTON ST 1ST 110,1006,Retail Food Establishment,41.88307596,-87.6384126,grocery store,170312801002026,280100,2026
83853,1820903,317488,"K & G GOURMET, L.L.C.",PASTORAL,53 E LAKE ST 1,1006,Retail Food Establishment,41.88561899,-87.62616146,grocery store,170313201002021,320100,2021
19549,1201555,19327,SHRUTI FOOD CORPORATION,PLAZA NEWS & SNACKS,9 S DEARBORN ST # 1ST,1781,Tobacco,41.88181564,-87.62924955,restaurant,170318391001078,839100,1078
78953,2144818,264983,"G CUE, LTD.",G Cue Billiards,157 N MORGAN ST,1006,Retail Food Establishment,41.88476992,-87.65196798,grocery store,170318330001033,833000,1033
86662,2044007,15793,"TUTTO MONDO, INC.",CAFFE BACI,225 W WACKER DR 1ST,1477,Outdoor Patio,41.88670922,-87.6347109,restaurant,170318391001027,839100,1027
82609,2390627,397036,"FULTON STEAK, LLC",SWIFT & SONS,1000 W FULTON MARKET  1,1006,Retail Food Establishment,41.8868483,-87.65223416,grocery store,170318330001013,833000,1013
72312,2055775,2815,"GREYHOUND LINES, INC.",GREYHOUND LINES INC,630 W HARRISON ST 1ST,1006,Retail Food Establishment,41.87446342,-87.64381593,grocery store,170318419001052,841900,1052
88280,1240210,81365,"SODEXO AMERICA, LLC",SOUNDING,1200 S LAKE SHORE DR,1006,Retail Food Establishment,41.86748423,-87.61915038,grocery store,170313301004012,330100,4012
70142,1581977,10175,MONDAY'S RESTAURANT NO5 INC,MONDAY'S RESTAURANT NO 5 INC,19 E JACKSON BLVD,1006,Retail Food Establishment,41.87811547,-87.62695786,grocery store,170313204001035,320400,1035
69924,1409162,14389,"THE SNUGGERY AT UNION STATION, INC.",Snuggery Saloon & Dining Room,225 S CANAL ST,1006,Retail Food Establishment,41.87853128,-87.63942746,grocery store,170312819001001,281900,1001
94364,2142770,53,LITTLE JOE'S CIRCLE LOUNGE INC,LITTLE JOE'S CIRCLE LOUNGE INC,1041 W TAYLOR ST,1006,Retail Food Establishment,41.86937118,-87.65278082,grocery store,170318333001026,833300,1026
76075,2034219,63927,PEPI CORPORATION,ALONTI DELI,300 S RIVERSIDE PLZ 1ST,1006,Retail Food Establishment,41.87797514,-87.63842217,grocery store,170312819001005,281900,1005
73639,1692761,278481,RACINE JACKSON CORP.,UNION PARK LOUNGE,228 S RACINE AVE,1481,Caterer's Liquor License,41.87819911,-87.65717828,restaurant,170318331002007,833100,2007
3774,2486051,330932,"CAPITAL FITNESS-SOUTH LOOP, LLC",XSPORT FITNESS,819 S STATE ST 1ST FL,1006,Retail Food Establishment,41.87153498,-87.62737082,grocery store,170313206002013,320600,2013
70516,1769269,311219,CANADY ENTERPRISE CORP. IX,MCDONALD'S,233 N MICHIGAN AVE 1,1006,Retail Food Establishment,41.88656737,-87.62438467,grocery store,170313201002030,320100,2030
90390,2081359,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #10594,39 S LA SALLE ST,1006,Retail Food Establishment,41.88093156,-87.63218913,grocery store,170318391001068,839100,1068
73397,1744173,2715,HARRY HEFTMAN,LITTLE SNACK SHOP,300 W RANDOLPH ST,1006,Retail Food Establishment,41.884574900000004,-87.63545069999999,grocery store,170318391001045,839100,1045
94017,1815239,296219,"JAI JALARAM, INC.",GATEWAY NEWS STAND,312 S STATE ST,1006,Retail Food Establishment,41.87784339,-87.62781527,grocery store,170318391001100,839100,1100
19384,1198526,3209,PLAZA TWO CORP.,C & M NEWSSTANDS,1 S CLARK ST  1ST,1781,Tobacco,41.88191775,-87.63073283,restaurant,170318391001077,839100,1077
18548,1343652,14632,"BOONE'S OPPORTUNITY, INC.",7-ELEVEN,200 N DEARBORN ST  1,1781,Tobacco,41.88579631,-87.62964615,restaurant,170318391001022,839100,1022
82424,1370943,68449,CAN WEN CHEN,WINGS CHOP SUEY,1333 W TAYLOR ST # 1ST,1006,Retail Food Establishment,41.86924629,-87.66056701,grocery store,170312832001007,283200,1007
87350,2044040,16678,BEAU'S INC,TRI STAR CATERING,150 S WACKER DR  56,1481,Caterer's Liquor License,41.87941085,-87.63710396,restaurant,170318391002003,839100,2003
80976,2049903,355764,"CAFE UNIVERSITY, LLC",600 MICHIGAN,600 S MICHIGAN AVE 1ST,1006,Retail Food Establishment,41.87437162,-87.62437953,grocery store,170313206002001,320600,2001
13032,2506506,412542,ERINS HAPPENINGS LLC,TAVERN CLUB AT 333,333 N MICHIGAN AVE 4 400-402,1006,Retail Food Establishment,41.88754294,-87.62440699999999,grocery store,170313201002016,320100,2016
18628,2315171,147,WALGREEN CO.,WALGREENS #10558,250 S WACKER DR 1,1781,Tobacco,41.87813818,-87.637065,restaurant,170318391002004,839100,2004
94754,1684426,8970,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,161 N CLARK ST,1006,Retail Food Establishment,41.88477971,-87.63080067,grocery store,170318391001036,839100,1036
