ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2141967-20120502,2141967,216409,1,"HUBBARD STREET DANCE CHICAGO, INC.",HUBBARD STREET DANCE CHICAGO,1147 W JACKSON BLVD,CHICAGO,IL,60607,25,16,25-16,12,1690,Children's Activities Facilities,,,2141967,ISSUE,03/02/2012,03/13/2012,03/13/2012,N,05/02/2012,05/15/2014,05/01/2012,05/02/2012,AAC,12/29/2012,,41.877692479,-87.656438256,"(41.87769247933526, -87.65643825575238)"
1403891-20040516,1487610,267364,1,THOMAS J. BONANNO,THE BONANNO COMPANY,300 N ELIZABETH ST,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,1403891,RENEW,,03/17/2004,04/23/2004,N,05/16/2004,05/15/2005,04/23/2004,04/23/2004,AAC,05/10/2005,,41.886697123,-87.659039637,"(41.886697122870025, -87.65903963714334)"
44815-20040516,1485603,85312,12,"MAGGIANO'S, INC.",CORNER BAKERY,233 S WACKER DR  LOBBY,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,,,44815,RENEW,,03/17/2004,05/14/2004,N,05/16/2004,05/15/2005,05/14/2004,05/14/2004,AAC,08/18/2004,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
2059916-20101104,2059916,356825,1,"LEXINGTON MARKETING, LLC","LEXINGTON MARKETING, LLC",175 W JACKSON BLVD 5 540,CHICAGO,IL,60604,42,49,42-49,1,1020,Residential Real Estate Developer,,,2059916,ISSUE,09/23/2010,10/22/2010,11/03/2010,N,11/04/2010,11/15/2012,11/03/2010,11/04/2010,AAC,12/31/2012,,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
65844-20051116,1635232,88819,5,EQUITY OFFICE PROPERTIES TRUST,200 WEST ADAMS,200 W ADAMS ST,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,65844,RENEW,,09/22/2005,10/07/2005,N,11/16/2005,11/15/2006,10/07/2005,10/11/2005,AAC,11/18/2005,,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
42347-20100916,2043779,6673,1,FMC CORPORATION,FMC CORPORATION,200 E RANDOLPH ST,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,42347,RENEW,,07/15/2010,09/10/2010,N,09/16/2010,09/15/2012,09/10/2010,09/13/2010,AAC,08/02/2012,,41.884632076,-87.622247991,"(41.8846320757672, -87.6222479910888)"
1928157-20140916,2343295,35336,3,"D.E.C. VENTURES, INC.",JPS INTERESTS,30 N LA SALLE ST 41ST 4100,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1928157,RENEW,,07/15/2014,09/15/2014,N,09/16/2014,09/15/2016,09/15/2014,09/16/2014,AAC,09/06/2016,,41.882694669,-87.632531427,"(41.88269466861121, -87.63253142666058)"
35927-20040816,1413790,32979,1,EISENSTEIN CLOTHING CO IN,EISENSTEIN CLOTHING CO INC,555 W ROOSEVELT RD,CHICAGO,IL,60607,11,28,11-28,1,1010,Limited Business License,,,35927,RENEW,,06/30/2004,04/15/2005,N,08/16/2004,05/15/2005,,04/15/2005,AAC,04/18/2005,,41.867122017,-87.6414076,"(41.86712201727935, -87.64140760043145)"
1352686-20120516,2144794,261566,1,AMERIGAS  EAGLE PROPANE LP,AMERIGAS  EAGLE PROPANE LP,310 N SANGAMON ST,CHICAGO,IL,60607,27,57,27-57,12,1008,Hazardous Materials,,,1352686,RENEW,,03/15/2012,04/04/2012,N,05/16/2012,05/15/2014,04/04/2012,04/05/2012,AAC,12/29/2012,,41.887109862,-87.651163948,"(41.88710986216882, -87.65116394801733)"
1093516-20030816,1361607,19902,3,CHETAN C JOSHI,CHET'S LOBBY STORE,120 W MADISON ST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1093516,RENEW,,06/24/2003,08/07/2003,N,08/16/2003,08/15/2004,08/07/2003,08/08/2003,AAC,08/11/2004,,41.882081137,-87.631513414,"(41.882081136557176, -87.6315134139163)"
18736-20120516,2143302,7551,56,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS BOND DRUG COMPANY OF ILLINOIS #5387,79 W MONROE ST GROUND,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,18736,RENEW,,03/15/2012,04/26/2012,N,05/16/2012,05/15/2014,04/26/2012,05/23/2012,AAC,12/29/2012,,41.880588504,-87.630709539,"(41.880588504249914, -87.63070953866247)"
42640-20160316,2443650,13376,1,ROSETTE'S INC,ROSEBUD THEATRE DISTRICT,70 W MADISON ST,CHICAGO,IL,60602,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,42640,RENEW,,01/15/2016,02/04/2016,N,03/16/2016,03/15/2018,02/04/2016,02/05/2016,AAC,09/08/2016,,41.882093367,-87.630391645,"(41.882093367301316, -87.63039164462683)"
1578390-20060516,1693409,288413,1,LEARNING POINT ASSOCIATES,LEARNING POINT ASSOCIATES,120 S LA SALLE ST  1875,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1578390,RENEW,,03/27/2006,04/07/2006,N,05/16/2006,05/15/2007,04/07/2006,04/10/2006,AAC,05/01/2007,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
46153-20031116,1431214,36099,1,A.B.C. & S.INVESTMENTS INC.,"ABLUM, BROWN & COMPANY",175 N FRANKLIN ST  205,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,46153,RENEW,,09/26/2003,11/03/2003,N,11/16/2003,11/15/2004,11/03/2003,11/04/2003,AAC,03/09/2004,,41.885210727,-87.63525121,"(41.88521072667552, -87.63525120951385)"
18727-20120516,2143292,7551,53,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #04461,501 W ROOSEVELT RD,CHICAGO,IL,60607,11,28,11-28,1,1010,Limited Business License,,,18727,RENEW,,03/15/2012,04/26/2012,N,05/16/2012,05/15/2014,04/26/2012,05/23/2012,AAC,12/29/2012,,41.86714316,-87.639293174,"(41.86714315982288, -87.63929317413078)"
2069943-20130316,2227466,245919,9,"CHICAGOLAND OPTICAL, LLC","CES OPTICAL, LLC",115 S LA SALLE ST 27TH 2700,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,2069943,RENEW,,01/17/2013,03/14/2013,N,03/16/2013,03/15/2015,03/14/2013,03/15/2013,AAC,08/29/2014,,41.880206315,-87.63216789,"(41.88020631515706, -87.63216789009478)"
1843522-20120416,2147534,319886,2,"J.J. & H., LTD.",JACOBSON EXECUTIVE SEARCH,120 S LA SALLE ST 14,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1843522,RENEW,,04/05/2012,04/10/2012,N,04/16/2012,04/15/2014,04/10/2012,04/11/2012,AAC,04/11/2013,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
1495436-20060516,1692749,278279,1,CHICAGO STAND-UP MRI LLC,CHICAGO STAND-UP MRI LLC,22 N MORGAN ST  105,CHICAGO,IL,60607,25,57,25-57,12,1010,Limited Business License,,,1495436,RENEW,,03/27/2006,04/15/2006,N,05/16/2006,05/15/2007,04/15/2006,04/17/2006,AAC,04/25/2007,,41.882379465,-87.652197652,"(41.88237946548902, -87.65219765179509)"
1479000-20050516,1590484,274010,1,BRINKER CORNER BAKERY I LLC,CORNER BAKERY #0156,120 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,1479000,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/09/2005,05/09/2005,AAC,04/21/2006,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
42639-20160316,2443651,13376,1,ROSETTE'S INC,ROSEBUD THEATRE DISTRICT,70 W MADISON ST,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,42639,RENEW,,01/15/2016,02/04/2016,N,03/16/2016,03/15/2018,02/04/2016,02/05/2016,AAC,09/08/2016,,41.882093367,-87.630391645,"(41.882093367301316, -87.63039164462683)"
62596-20030216,1309474,19764,2,OSPREY PARTNERS LLC,OSPREY PARTNERS LLC,135 S LA SALLE ST  2460,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,62596,RENEW,,12/17/2002,03/17/2003,N,02/16/2003,02/15/2004,04/09/2003,04/10/2003,AAC,06/09/2003,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
2054238-20120916,2174757,294588,3,"DANIELS SHARPSMART, INC.","DANIELS SHARPSMART, INC.",135 S LA SALLE ST 28TH 2850,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,2054238,RENEW,,07/16/2012,07/26/2012,N,09/16/2012,09/15/2014,07/26/2012,07/27/2012,AAC,11/29/2012,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
2054525-20100825,2054525,313307,2,"CAREERS IN NONPROFITS, INC.",CAREERS IN NONPROFITS,135 S LA SALLE ST 21ST 2100,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,2054525,C_LOC,08/25/2010,08/25/2010,08/25/2010,N,08/25/2010,09/15/2012,08/25/2010,08/25/2010,AAC,10/28/2011,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
44816-20040516,1485608,85312,19,"MAGGIANO'S, INC.",CORNER BAKERY,120 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,44816,RENEW,,03/17/2004,05/13/2004,N,05/16/2004,05/15/2005,05/13/2004,05/13/2004,AAC,08/18/2004,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
56943-20060516,1688259,57846,1,THE RISE GROUP LLC,THE RISE GROUP LLC,120 S LA SALLE ST # 1750,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,56943,RENEW,,03/27/2006,05/08/2006,N,05/16/2006,05/15/2007,05/08/2006,05/09/2006,AAC,07/06/2006,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
20464-20150216,2370292,63300,25,"SODEXO MANAGEMENT, INC.",ABN AMRO SVCS - MAIN BANK,135 S LA SALLE ST  LOWER,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,20464,RENEW,,12/15/2014,01/28/2015,N,02/16/2015,02/15/2017,01/28/2015,01/29/2015,AAC,10/05/2015,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
1680255-20060516,1694312,301418,1,SAID V. GAMEZ,MILANO EXPRESS SHOE CARE,135 S LA SALLE ST  2430,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1680255,RENEW,,03/27/2006,05/17/2006,N,05/16/2006,05/15/2007,05/17/2006,05/17/2006,AAC,03/14/2007,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
1517853-20050516,1584264,32066,2,"HARDER,SIMON & ASSOCIATES, INC.","HARDER, SIMON & ASSOCIATES",221 N COLUMBUS DR  LL,CHICAGO,IL,60601,42,50,42-50,1,1010,Limited Business License,,,1517853,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/09/2005,05/10/2005,AAC,05/11/2006,,41.886312514,-87.62054177,"(41.88631251428426, -87.62054176987209)"
1139544-20060516,1690066,86522,16,"ARAMARK SERVICES, INC",ARAMARK @ BANK ONE PLAZA,120 S LA SALLE ST 7TH,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,1139544,RENEW,,03/27/2006,05/15/2006,N,05/16/2006,05/15/2007,05/15/2006,05/15/2006,AAC,05/11/2007,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
1878879-20100916,2046718,324760,1,"STRATA DECISION TECHNOLOGY, L.L.C.","STRATA DECISION TECHNOLOGY, L.L.C.",200 E RANDOLPH ST 49 4900,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1878879,RENEW,,07/15/2010,08/23/2010,N,09/16/2010,09/15/2012,08/23/2010,08/24/2010,AAC,08/14/2012,,41.884632076,-87.622247991,"(41.8846320757672, -87.6222479910888)"
1804323-20101016,2052759,315324,1,"A L GARMAN, CORP.",SOUTH LOOP WINE CELLAR,1442 S MICHIGAN AVE 1 101,CHICAGO,IL,60605,3,40,3-40,1,1010,Limited Business License,,,1804323,RENEW,,08/16/2010,10/26/2010,N,10/16/2010,10/15/2012,10/26/2010,10/26/2010,AAC,02/23/2011,,41.86289027,-87.624197249,"(41.86289027005747, -87.62419724878497)"
1898155-20100416,2020476,329537,1,CHECKFREE SERVICES CORPORATION,CHECKFREE INVESTMENT SERVICES,135 S LA SALLE ST 24TH FL 2412,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1898155,RENEW,,02/11/2010,04/16/2010,N,04/16/2010,04/15/2012,04/16/2010,04/19/2010,AAC,04/13/2012,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
2013697-20120216,2132643,299710,72,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #8289,120 S LA SALLE ST 1ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,2013697,RENEW,,12/15/2011,01/23/2012,N,02/16/2012,02/15/2014,01/23/2012,01/25/2012,AAC,12/29/2012,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
1144103-20031116,1420428,207516,3,"DAVINO'S LITTLE POMPEI II, INC",DAVINO'S LITTLE POMPEI   III,233 N MICHIGAN AVE,CHICAGO,IL,60601,42,44,42-44,1,1006,Retail Food Establishment,,,1144103,RENEW,,09/26/2003,11/13/2003,N,11/16/2003,05/15/2004,11/13/2003,11/14/2003,AAC,05/14/2004,,41.886567371,-87.624384671,"(41.886567370886944, -87.62438467059714)"
8086-20110716,2095647,62856,5,KANTILAL R PITHADIA,KANTI TOBACCO & GIFTS,200 S MICHIGAN AVE 1ST,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,8086,RENEW,,05/16/2011,07/11/2011,N,07/16/2011,07/15/2013,07/11/2011,07/12/2011,AAC,12/29/2012,,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)"
1938023-20150416,2381584,81365,41,"SODEXO AMERICA, LLC",SODEXO AMERICA,135 S LA SALLE ST 43RD & 44TH,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1938023,RENEW,,02/15/2015,04/06/2015,N,04/16/2015,04/15/2017,04/06/2015,04/07/2015,AAC,10/05/2015,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
43649-20040516,1484517,55576,1,WEISER INVESTMENT MANAGEMENT LIMITED,WEISER INVESTMENT MNGT INC,120 S LA SALLE ST  1340,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,43649,RENEW,,03/17/2004,04/12/2004,N,05/16/2004,05/15/2005,04/12/2004,04/13/2004,AAC,04/22/2005,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
1717282-20061116,1744921,6187,1,"LASHORE PRESS, INC.","LASHORE PRESS, INC.",619 S LA SALLE ST 3,CHICAGO,IL,60605,4,1,4-1,1,1010,Limited Business License,,,1717282,RENEW,,09/20/2006,11/16/2006,N,11/16/2006,11/15/2007,11/28/2006,11/29/2006,AAC,10/29/2007,,41.874124323,-87.631532525,"(41.874124322783366, -87.6315325253741)"
2054594-20100930,2054594,255036,17,"TRAVEL TRADERS HOTEL STORES, INC.",TRAVEL TRADERS #3059,200 N COLUMBUS DR,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,2054594,ISSUE,08/25/2010,09/29/2010,09/29/2010,N,09/30/2010,01/15/2013,09/29/2010,09/29/2010,AAC,08/03/2012,,41.886005833,-87.620828957,"(41.886005833425465, -87.62082895674074)"
1922307-20140916,2344952,274923,2,"KOVITZ INVESTMENT GROUP, LLC","KOVITZ INVESTMENT GROUP, LLC",115 S LA SALLE ST 27TH 2700,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1922307,RENEW,,07/15/2014,11/19/2014,N,09/16/2014,09/15/2016,11/19/2014,11/20/2014,AAC,09/07/2016,,41.880206315,-87.63216789,"(41.88020631515706, -87.63216789009478)"
2192640-20121022,2192640,292432,3,MERCY HOUSING LAKEFRONT,MERCY HOUSING LAKEFRONT,120 S LA SALLE ST  1850,CHICAGO,IL,60603,42,9,42-9,1,1020,Residential Real Estate Developer,,,2192640,C_LOC,10/04/2012,10/19/2012,10/19/2012,N,10/22/2012,04/15/2014,10/19/2012,10/22/2012,AAC,12/29/2012,,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
5810-20120416,2139757,85451,1,CENTRAL CAMERA CO.,CENTRAL CAMERA CO,230 S WABASH AVE,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,5810,RENEW,,02/17/2012,04/10/2012,N,04/16/2012,04/15/2014,04/10/2012,08/14/2012,AAC,12/29/2012,1,41.878766224,-87.626245569,"(41.87876622444599, -87.62624556933822)"
1277504-20080316,1885984,51971,3,MOHAMMAD WASEEM,ALVINA JEWELERS & WATCH REPAIR,135 S LA SALLE ST LOWER ARCADE B38,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1277504,RENEW,,01/22/2008,03/19/2008,N,03/16/2008,03/15/2010,03/19/2008,03/19/2008,AAC,03/09/2009,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
1914758-20130316,2227610,263900,10,"SWANK AUDIO VISUALS, L.L.C.",SWANK AUDIO VISUALS,636 S MICHIGAN AVE 3,CHICAGO,IL,60605,42,49,42-49,1,1010,Limited Business License,,,1914758,RENEW,,01/17/2013,02/28/2013,N,03/16/2013,03/15/2015,02/28/2013,04/22/2013,AAC,03/06/2015,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
2083694-20120316,2136736,344484,2,"THE COMMUNITY BUILDERS, INC.","TCB ILLINOIS NFP, INC.",135 S LA SALLE ST 33 3350,CHICAGO,IL,60603,42,9,42-9,1,1020,Residential Real Estate Developer,,,2083694,RENEW,,01/17/2012,02/21/2012,N,03/16/2012,03/15/2014,02/21/2012,02/22/2012,AAC,12/29/2012,,41.880079905,-87.632164189,"(41.88007990497848, -87.63216418853726)"
1045442-20140916,2343702,64130,6,ACCENTURE LLP,Accenture LLP,180 N LA SALLE ST,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1045442,RENEW,,07/15/2014,08/20/2014,N,09/16/2014,09/15/2016,08/20/2014,08/21/2014,AAC,09/08/2016,,41.885444388,-87.632582135,"(41.8854443881431, -87.6325821348462)"
1493792-20041116,1541285,277346,1,LE TIEN THI LE,OSCAR SALON SPA,175 N FRANKLIN ST  104,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1493792,RENEW,,09/27/2004,10/18/2004,N,11/16/2004,11/15/2005,10/18/2004,10/19/2004,AAC,09/09/2005,,41.885210727,-87.63525121,"(41.88521072667552, -87.63525120951385)"
1938047-20081028,1938047,338268,1,GRAND PEARL LLC,GRAND PEARL LLC,312 N MAY ST 1 101,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,1938047,ISSUE,10/28/2008,10/28/2008,10/28/2008,N,10/28/2008,05/15/2010,10/28/2008,10/28/2008,AAC,04/28/2010,,41.887132363,-87.655832331,"(41.887132363404234, -87.65583233136104)"
41452-20140916,2342437,1759,3,BOOZ ALLEN HAMILTON INC.,Booz Allen Hamilton Inc.,225 W WACKER DR  2270,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,41452,RENEW,,07/15/2014,09/12/2014,N,09/16/2014,09/15/2016,09/12/2014,09/15/2014,AAC,09/09/2016,,41.886709222,-87.634710899,"(41.88670922202607, -87.6347108994595)"
1384196-20070516,1807687,23699,2,"INTERNATIONAL ART JEWELERS, INC.",INTERNATIONAL ARTS JEWELERS,54 E MADISON ST 2 203,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1384196,RENEW,,03/23/2007,05/09/2007,N,05/16/2007,03/15/2008,05/09/2007,05/10/2007,AAC,09/19/2007,,41.882198223,-87.625886561,"(41.88219822336422, -87.62588656055961)"
1927514-20120916,2174524,278810,2,DYSTONIA MEDICAL RESEARCH FOUNDATION,DYSTONIA MEDICAL RESEARCH FOUNDATION,1 E WACKER DR 17 1730,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1927514,RENEW,,07/16/2012,07/31/2012,N,09/16/2012,09/15/2014,07/31/2012,08/01/2012,AAC,12/29/2012,1,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)"
1899109-20150916,2415895,329927,1,CYSTIC FIBROSIS FOUNDATION,CYSTIC FIBROSIS FOUNDATION,150 N MICHIGAN AVE  1550,CHICAGO,IL,60601,42,9,42-9,1,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,1899109,RENEW,,07/15/2015,09/30/2015,N,09/16/2015,09/15/2016,09/30/2015,10/01/2015,AAC,09/09/2016,,41.884530964,-87.624602045,"(41.88453096378336, -87.62460204460082)"
1921948-20080730,1921948,334945,1,DIAMOND MEDIATOR INC.,DIAMOND MEDIATOR INC.,1 N WABASH AVE 2ND B22,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1921948,ISSUE,07/30/2008,07/30/2008,07/30/2008,N,07/30/2008,03/15/2010,07/30/2008,07/30/2008,AAC,08/28/2009,,41.882139431,-87.62606961,"(41.88213943091064, -87.62606960954469)"
2003098-20110116,2065813,16996,27,"BURNHAM NATIONWIDE, INC.",MORGAN ELIZABETH KAR MC NAUGHT,111 W WASHINGTON ST 4TH 450,CHICAGO,IL,60602,42,9,42-9,1,1932,Expediter - Class B Employee,,,2003098,RENEW,,11/15/2010,01/03/2011,N,01/16/2011,01/15/2013,01/03/2011,01/04/2011,AAC,12/29/2012,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
1617065-20140916,2345269,293276,1,NATIONAL TAX SEARCH LLC,NATIONAL TAX SEARCH LLC,303 E WACKER DR  900,CHICAGO,IL,60601,42,50,42-50,1,1010,Limited Business License,197,Tax Preparation Services,1617065,RENEW,,07/15/2014,09/11/2014,N,09/16/2014,09/15/2016,09/11/2014,09/12/2014,AAC,09/09/2016,,41.887705379,-87.620588144,"(41.88770537937826, -87.62058814392799)"
1927340-20140916,2346290,325391,2,"MASON AVENUE INVESTMENTS, LLC","MASON AVENUE INVESTMENTS, LLC",111 E WACKER DR 26TH FL 2607,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1927340,RENEW,,07/15/2014,08/25/2014,N,09/16/2014,09/15/2016,08/25/2014,08/26/2014,AAC,09/12/2016,,41.888079426,-87.62404737,"(41.88807942610461, -87.62404736976374)"
1518951-20041116,1537224,253954,2,JIM'S ORIGINAL INCORPORATED,JIM'S ORIGINAL,700 W O'BRIEN ST,CHICAGO,IL,60607,11,3,11-3,12,1006,Retail Food Establishment,,,1518951,RENEW,,09/27/2004,11/08/2004,N,11/16/2004,11/15/2005,11/08/2004,11/09/2004,AAC,08/23/2005,,41.866130781,-87.645169631,"(41.8661307808939, -87.6451696308226)"
1883446-20140416,2311995,325402,1,"REPUTATION PARTNERS, L.L.C.",REPUTATION PARTNERS,105 W ADAMS ST 22 2220,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1883446,RENEW,,02/15/2014,03/19/2014,N,04/16/2014,04/15/2016,03/19/2014,03/20/2014,AAC,07/21/2014,,41.879302729,-87.631002223,"(41.8793027287716, -87.63100222341788)"
2079718-20110210,2079718,256175,18,SUK HYUN KIM,ROOSEVELT COLLECTION,1136 S DELANO WEST CT 1 1,CHICAGO,IL,60607,2,1,2-1,1,1010,Limited Business License,,,2079718,C_LOC,02/08/2011,02/08/2011,02/10/2011,N,02/10/2011,02/15/2013,02/10/2011,02/10/2011,AAC,02/13/2013,,,,
1943181-20140516,2318335,339226,1,"TRITON PLUMBING, LLC","TRITON PLUMBING, LLC.",1361 W CARROLL AVE 1ST,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,1943181,RENEW,,03/15/2014,03/29/2014,N,05/16/2014,05/15/2016,03/29/2014,03/31/2014,AAC,03/03/2016,,41.887357898,-87.661291588,"(41.88735789815131, -87.66129158756264)"
35344-20050516,1584320,32812,1,"RCD CONSTRUCTION & DEVELOPMENT, INC.",RENZI CONSTRUCTION &DEVELOPMNT,850 W JACKSON BLVD  300,CHICAGO,IL,60607,25,6,25-6,12,1010,Limited Business License,,,35344,RENEW,,03/23/2005,03/17/2006,N,05/16/2005,05/15/2006,03/17/2006,03/20/2006,AAC,03/21/2006,,41.87802578,-87.649239948,"(41.878025780212944, -87.64923994797402)"
1196725-20040516,1493469,222132,1,"CLARK STREET CAFE,  INC.",THAT SOUP PLACE,216 S CLARK ST,CHICAGO,IL,60604,42,9,42-9,1,1006,Retail Food Establishment,,,1196725,RENEW,,05/20/2004,05/25/2004,N,05/16/2004,05/15/2005,05/25/2004,05/26/2004,AAC,12/01/2004,,41.878877677,-87.630952207,"(41.87887767689011, -87.63095220703094)"
1892994-20110316,2075958,55169,4,CENVEO CORPORATION,CENVEO,300 W ADAMS ST 6TH 602,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1892994,RENEW,,01/14/2011,01/27/2012,N,03/16/2011,03/15/2013,01/27/2012,01/30/2012,AAC,02/10/2012,,41.879477859,-87.635311026,"(41.87947785944255, -87.63531102568936)"
23692-20020216,1199854,9552,1,APPLIED REAL ESTATE ANALYSIS,APPLIED REAL ESTATE ANALYSIS,53 W JACKSON BLVD,CHICAGO,IL,60604,4,49,4-49,1,1010,Limited Business License,,,23692,RENEW,,12/20/2001,03/08/2002,N,02/16/2002,02/15/2003,03/08/2002,03/11/2002,AAC,04/02/2003,,41.878050681,-87.629781008,"(41.878050680824906, -87.62978100842273)"
1444006-20031027,1444006,268989,1,"ON TIME EXPEDITING, INC.",ON TIME EXPEDITING  INC,200 N DEARBORN ST 1102,CHICAGO,IL,60601,42,9,42-9,1,1012,Home Occupation,,,1444006,ISSUE,10/22/2003,10/24/2003,10/24/2003,N,10/27/2003,11/15/2004,10/24/2003,10/27/2003,AAC,08/31/2004,,41.885796312,-87.629646154,"(41.88579631234916, -87.6296461541294)"
1445760-20140916,2344884,270291,1,"PRODIGIOUS USA, LLC",PRODIGIOUS,35 W WACKER DR  3000,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1445760,RENEW,,07/15/2014,09/29/2014,N,09/16/2014,09/15/2016,09/29/2014,09/29/2014,AAC,09/13/2016,1,41.886709667,-87.629303031,"(41.88670966670664, -87.6293030309932)"
